Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Multisubbank interleave cycle time (ns), Delay request network (ns), Delay inside mat (ns), Delay reply network (ns), Tag array access time (ns), Data array access time (ns), Refresh period (microsec), DRAM array availability (%), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Tag Dynamic read energy (nJ), Data Dynamic read energy (nJ), Dynamic read power (mW), Standby leakage per bank(mW), Leakage per bank with leak power management (mW), Refresh power as percentage of standby leakage, Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Area efficiency, Resistance per unit micron (ohm-micron), Capacitance per unit micron (fF per micron), Unit-length wire delay (ps), FO4 delay (ps), delay route to bank (including crossb delay) (ps), Crossbar delay (ps), Dyn read energy per access from closed page (nJ), Dyn read energy per access from open page (nJ), Leak power of an subbank with page closed (mW), Leak power of a subbank with page  open (mW), Leak power of request and reply networks (mW), Number of subbanks, Page size in bits, Activate power, Read power, Write power, Precharge power, tRCD, CAS latency, Precharge delay, Perc dyn energy bitlines, perc dyn energy wordlines, perc dyn energy outside mat, Area opt (perc), Delay opt (perc), Repeater opt (perc), Aspect ratio
32, 8388608, 1, 16, 256, 3.27048, 19.9199, 0, 0, 0, 0, 0.55967, 2.71081, -inf, -1.14289e+308, 0, 0.33904, 0.309639, 0.00964434, 0.329396, 17.0202, 1325.57, 900, inf, 15.4846, 2, 64, 8, 64, 1, 1, 2, 32, 2, 4, 1, 1, 0, 3.75, 0.260752, 0.00048891, 6.11843, 0, 0, 5.98328e-261, 2.1211e-305, 2.74424e+29, -inf, 4.34797e-308, 0, 0, 1e+09, 1e+09, -inf, 2.2e+07, 0, 0, 0, -nan
